url,title,channel,video_id,duration_minutes,width,height,fps,source_type,expected_accent,visual_quality_score,audio_quality_score,context_score,total_score,visual_decision,audio_decision,decision,reasons,recommended_use,usable_minutes_estimate,accepted_clips_estimate,uncertainty
https://www.youtube.com/watch?v=W0yLfgivFP4,"Felipe Pigna: ""Cada vez admiro más a San Martín"" | Caja Negra",Filo News,W0yLfgivFP4,102.75,640,360,25,interview,argentino/rioplatense_probable,74.03,95.3,98.0,85.21,maybe_review,strong_accept,maybe_review,audio_proxy_alto|audio_score_sobre_threshold|black_frame_rate_alto|face_detect_rate_bajo|formato_interview|formato_largo|fuente_argentina_probable|scene_cut_proxy_alto|speaker_count_usable|total_score_alto,manual_review,10.38,125.0,low
https://www.youtube.com/watch?v=_nqNA76G29M,LA CHARLA DEL AÑO: MESSI EN LUZU COMO NUNCA LO VISTE,LUZU TV,_nqNA76G29M,74.9,640,360,30,educational,argentino/rioplatense_probable,74.77,91.51,98.0,84.44,maybe_review,strong_accept,maybe_review,audio_proxy_alto|audio_proxy_suficiente|audio_score_sobre_threshold|formato_educational|formato_largo|fuente_argentina_probable|scene_cut_proxy_alto|speaker_count_usable|visual_proxy_intermedio,manual_review,7.72,93.0,low
https://www.youtube.com/watch?v=ytsu50Ugeow,Entrevista con ALBEREE Y GUARI,Martin Cirio,ytsu50Ugeow,63.167,640,360,25,interview,argentino/rioplatense_probable,68.92,96.83,98.0,83.11,maybe_review,strong_accept,maybe_review,audio_proxy_alto|audio_score_sobre_threshold|formato_interview|formato_largo|fuente_argentina_probable|scene_cut_proxy_alto|speaker_count_usable|visual_proxy_intermedio,manual_review,0.51,6.0,low
https://www.youtube.com/watch?v=Nn0kxFXDfX4,PACHU PEÑA Y JOSEMA SIN FILTRO EN BLENDER AT NIGHT | #BAT COMPLETO 10/03 | BLENDER,BLENDER,Nn0kxFXDfX4,86.183,640,360,30,interview,argentino/rioplatense_probable,74.59,93.33,88.0,82.89,maybe_review,strong_accept,maybe_review,audio_proxy_alto|audio_score_sobre_threshold|formato_interview|formato_largo|fuente_argentina_probable|muchos_hablantes_posible|scene_cut_proxy_alto|speaker_count_usable|visual_proxy_intermedio,manual_review,8.24,99.0,low
https://www.youtube.com/watch?v=SuZ-KptBWAI,Coscu: “Somos pibes que la hicimos solos. No vino ni un empresario ni el más  picante” | Caja Negra,Filo News,SuZ-KptBWAI,54.317,640,360,25,interview,argentino/rioplatense_probable,68.17,93.86,98.0,81.84,maybe_review,strong_accept,maybe_review,audio_proxy_alto|audio_score_sobre_threshold|face_detect_rate_bajo|formato_interview|formato_largo|fuente_argentina_probable|scene_cut_proxy_alto|speaker_count_usable,manual_review,3.03,36.0,low
https://www.youtube.com/watch?v=SWO7XZ02rpI,"Rodrigo De la Serna: ""Okupas es un programa que resiste al paso del tiempo"" | Caja Negra",Filo News,SWO7XZ02rpI,37.567,640,360,25,interview,argentino/rioplatense_probable,73.85,82.44,98.0,81.26,maybe_review,accept,maybe_review,audio_proxy_alto|audio_proxy_suficiente|audio_score_sobre_threshold|black_frame_rate_alto|formato_interview|formato_largo|fuente_argentina_probable|speaker_count_usable,manual_review,4.21,50.0,low
https://www.youtube.com/watch?v=tnSHZ1ylnXY,"Mario Pergolini con Pedro Aznar y David Lebón: Entrevista Completa - ""Uno"" | Vorterix",Vorterix,tnSHZ1ylnXY,47.417,640,360,25,interview,argentino/rioplatense_probable,70.48,84.92,98.0,80.31,maybe_review,accept,maybe_review,audio_proxy_alto|audio_proxy_suficiente|audio_score_sobre_threshold|black_frame_rate_alto|formato_interview|formato_largo|fuente_argentina_probable|speaker_count_usable,manual_review,4.72,57.0,low
https://www.youtube.com/watch?v=YmZKSCP6rDA,"Ricardo Darín: ""Hacer 'Argentina, 1985' fue muy emocionante y nutritivo"" | Caja Negra",Filo News,YmZKSCP6rDA,74.667,640,360,25,interview,argentino/rioplatense_probable,70.61,80.75,98.0,79.13,maybe_review,accept,maybe_review,audio_proxy_alto|audio_proxy_intermedio|audio_proxy_suficiente|audio_score_sobre_threshold|black_frame_rate_alto|formato_interview|formato_largo|fuente_argentina_probable|scene_cut_proxy_alto|speaker_count_usable,manual_review,5.5,66.0,low
https://www.youtube.com/watch?v=AWJxm8noyy0,TOMÁS MAZZA (Y ALONSO) Y LA PEOR ENTREVISTA DE SU VIDA - ENTRE DOS SUCULENTAS #29,Matias Bottero,AWJxm8noyy0,14.117,640,360,25,interview,argentino/rioplatense_probable,61.25,96.13,88.0,77.06,reject,strong_accept,reject,audio_proxy_alto|audio_score_sobre_threshold|face_detect_rate_bajo|formato_interview|fuente_argentina_probable|scene_cut_proxy_alto|speaker_count_usable,reject,0.0,0.0,low
https://www.youtube.com/watch?v=KwkcN7sjhjc,"Conferencia internacional UNSAM- The New School: “Estado, Educación y Desarrollo con Inclusión”",UNSAM National University of San Martín Argentina,KwkcN7sjhjc,145.933,640,360,25,educational,argentino/rioplatense_probable,42.19,82.97,98.0,65.59,reject,accept,reject,audio_proxy_alto|audio_proxy_suficiente|audio_score_sobre_threshold|face_detect_rate_bajo|formato_educational|formato_largo|fuente_argentina_probable|perfil_extremo_proxy|speaker_count_usable,reject,0.0,0.0,low
https://www.youtube.com/watch?v=anxzhg7NxUA,99dosmil - Todo el Día Pensando (Video Oficial),99dosmil,anxzhg7NxUA,4.75,640,360,25,other,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=KS4dCIP4JrE,¡Gaspi va a la heladería!,Bat Flicks & Ink,KS4dCIP4JrE,1.75,640,352,30,other,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=3DU520MCIO4,VUELAPELUCAS 3000: Encuentro de Artistas en La Pampa - EN EL VACÍO PODCAST,EN EL VACÍO,3DU520MCIO4,43.883,640,360,30,podcast,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=7o3kTnxB664,En Vilo #115 con Ta'crack,EN VILO,7o3kTnxB664,17.283,640,360,30,other,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=m6jfZa00vkY,"ESTOY FUERA | Corto ganador 1er premio concurso ""Hacé cine"" ECU.",Ismael Krall,m6jfZa00vkY,1.0,640,360,24,educational,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=Gdi-M-RwNao,1 Hombre Construido vs 7 Mujeres Modernas | Rodeados con Matías Laca,La Cruda Verdad Podcast,Gdi-M-RwNao,105.767,640,360,30,podcast,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:musica,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=0lJ1Y6xyxsY,VALE ACEVEDO En La Pileta De Blest - APÓSTROFE LIVE MUSIC SESSIONS,Apóstrofe,0lJ1Y6xyxsY,17.433,640,360,24,other,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=vlejYMsa00Y,PROHIBIDO DORMIR: 5 Horas de Relatos Reales SIN INTERRUPCIONES (Especial de Colección),PARANORMAL AND UFOs,vlejYMsa00Y,301.733,640,360,30,interview,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_mayor_a_14400s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=8Ax26bhTBM4,La mejor camara para Streaming y podcast || GUIA 2025,Martin De Iuliis,8Ax26bhTBM4,8.35,640,360,25,podcast,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=SimBGCewqHs,Las 5 MEJORES Webcams Para Streaming en 2025/2026!,TiltEdward,SimBGCewqHs,9.483,640,360,30,streamer,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=imYBX3EfJ2w,La mejor webcam 4k BBB para streaming y creación de contenido? Emeet S600 vs Logitech c920,CaroKokoGG,imYBX3EfJ2w,11.183,640,360,30,streamer,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=ecAe6lheTOA,La Mejor Webcam Barata Para Streamers,Duodedos,ecAe6lheTOA,4.617,640,360,30,streamer,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=PPg0fBniLTQ,Las Mejores Webcams 4K para 2026 (Baratas VS Pros),Gallardo Reviews,PPg0fBniLTQ,12.417,640,360,30,streamer,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:letra,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=2iP3xPX2Iww,Las 5 Mejores Webcams Para Streaming 2026 | Calidad-Precio en Mercado Libre,La Mejor Opción ,2iP3xPX2Iww,8.517,640,360,30,streamer,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=fd-ApV6WZzI,¿Cómo conectar mi cámara al celular para transmitir en vivo con - DOMO STREAM?,Kerigma Films,fd-ApV6WZzI,1.833,640,360,30,streamer,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=LEoQyiDObx4,🔴 Convierte  tu CELULAR en una 📱WEBCAM ► Y envía a OBS Studio 2024,"Luces, Cámara, Aprendo",LEoQyiDObx4,23.017,640,360,30,streamer,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=Sm_N7WYpofQ,NAHIR GALARZA: la entrevista desde la cárcel de Paraná con NATI JOTA Y PAULO KABLAN,OLGA,Sm_N7WYpofQ,81.283,640,360,25,interview,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=6ohZOktxMoY,Dante Gebel en #LuisNovaresioEntrevista | Programa Completo (22/04/26),A24com,6ohZOktxMoY,56.167,640,360,25,interview,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=qs1PovHocmU,"Yo, la reina del boliche, por Mauro Szeta - Telefe Noticias",Telefe Noticias,qs1PovHocmU,9.017,640,360,25,interview,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=zcasomU6Ios,"""Mato al chorro, mato al juez"" ENTREVISTA COMPLETA ORIGINAL.",Sentidos Audiovisuales,zcasomU6Ios,5.8,640,360,25,interview,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=Xmh0vaJqFr8,Pablo Martínez en Saber Ver (03/09/2013),Saber Ver,Xmh0vaJqFr8,6.933,450,360,25,other,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=ww-qZNwQ1pM,Jaime Bayly en #LuisNovaresioEntrevista | Programa completo (07/05/26),A24com,ww-qZNwQ1pM,54.933,640,360,25,interview,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=EDgo3YXY4KE,Hacer visible lo invisible | Elena Santa Cruz | TEDxUBA,TEDx Talks,EDgo3YXY4KE,14.8,640,360,25,other,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=jRjwpxtrgCc,How to Show Up FIRST on YouTube Search,Think Media,jRjwpxtrgCc,9.55,640,360,24,podcast,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=1uO-x8Q34mE,¿Cómo nuestra imagen nos puede movilizar? | Analia Polasek | TEDxEldorado,TEDx Talks,1uO-x8Q34mE,11.783,640,360,25,other,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=v6lAF8Ep73Q,13 Misterios de Buenos Aires que te dejarán sin palabras,Ecos del Pasado Argentino: Recuerdo con nostalgia,v6lAF8Ep73Q,25.25,640,360,30,other,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:compilado,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=tr21Srpn9Gg,"González y el video viral: ""Jamás me reí de Clorinda""",Noticias Formosa,tr21Srpn9Gg,9.917,640,360,25,educational,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=IFgPzdWO_wU,Aprende a crear contenido para ser VIRAL en redes sociales,converzzo,IFgPzdWO_wU,8.683,640,360,24,other,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=KbYBZn7jw9I,El cuidado de lo invisible | Gabriel Heras | TEDxValladolid,TEDx Talks,KbYBZn7jw9I,20.0,640,360,25,other,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=Ni0bRe4_DOI,La historia de Hidrolit: ¿Qué tiene que pasar para que una empresa valga 100 millones de dólares?,Construyendo Negocios,Ni0bRe4_DOI,67.117,640,360,30,educational,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=Dv8ktyDa-xk,SE HIZO VIRAL: La mujer que habla igual a Cristina Kirchner,eltrece,Dv8ktyDa-xk,2.233,640,360,25,other,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=EKW-1CA4e6o,Este reportero se dio un buen viaje durante una nota | El Mundial Qué Importa,Imagen Noticias,EKW-1CA4e6o,2.15,640,360,30,other,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=Lf6Qh-iWlT0,😱ILLOJUAN reacciona  a JORDI WILD hablando CATALÁN en la TELE✨,TrendClips,Lf6Qh-iWlT0,0.6,640,360,30,other,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=MGOOML1CVIc,Tokio Hotel Hablando Español,Vanesa Cortes,MGOOML1CVIc,2.633,480,360,25,other,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=hDaKf8icuhs,Georgina Rodríguez confiesa cómo se enamoró de Cristiano Ronaldo - El Hormiguero,Antena 3,hDaKf8icuhs,3.383,640,360,25,other,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=1m3DT0DcA-g,"¡Donald Trump, nuevo presidente de Estados Unidos, visitó Showmatch!",eltrece,1m3DT0DcA-g,3.7,640,360,25,other,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=BkF_mtwa02g,Entro a supermercados argentinos hablando CHINO (reacciones increíbles),Un Topo por el Mundo,BkF_mtwa02g,11.083,640,360,30,other,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=q_26k18E3FE,Me entrevistó Univisión por imitar varios acentos en Español | Marianna Girgenti,Marianna Girgenti,q_26k18E3FE,5.133,640,360,30,interview,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=FpKfNqDYei8,"""Tango. La música que el tiempo no ha borrado"" - Podcast #01 - Historia de un encuentro rioplatense",Chino Soto Lozano - Locutor,FpKfNqDYei8,2.0,320,240,30,podcast,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=1tdOI0X0phE,Así era el acento porteño en los años '90 en Argentina,GLH HaxBall,1tdOI0X0phE,1.6,640,360,25,interview,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=1bhYeJkJdck,"Historia Argentina - Cap 1, 2, 3 y 4",tijobrae2,1bhYeJkJdck,110.367,480,360,25,other,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=KRNKHrYwWsI,Argentine Spanish: The Definitive Beginner's Guide (1 hr ),Spanish with Nico,KRNKHrYwWsI,64.283,640,360,30,podcast,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=X-O-hYI5zbQ,Mi Revolución (Cuatro Pesos de Propina) con Karen Medina - Episodio 23,Omitir Intro - Podcast,X-O-hYI5zbQ,77.667,640,360,30,podcast,unknown,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=YRLdJ2tfklw,Peruano aprende lunfardo argentino | EP18T4,DESEMPLEADO,YRLdJ2tfklw,53.183,640,360,30,other,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=119ZXE9bmj8,"VINO COSCU, HABLAMOS CON GIORGIO ARMAS, PALPITANDO LOS 16AVOS (30/6)",Infobae,119ZXE9bmj8,102.633,640,360,30,interview,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=bacTwzcDN-A,Coscu le explicó a Marcelo por qué el streaming le ganó terreno a la televisión,Infobae,bacTwzcDN-A,23.667,640,360,30,interview,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=VPMzQVdlnAo,"ACTUALIDAD de KICK | ft Momo,Goncho,C0ker,Mernuel,Bananirou,JoacoLopez,NicoBianchix y ZZK7",Coscu TV,VPMzQVdlnAo,366.6,640,360,30,other,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_mayor_a_14400s,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=qpG_BeBTvyk,"PREGUNTAS y RESPUESTAS con Nicolás Tagliafico, Leandro Paredes y Lautaro Martínez FT. DAVO y LACOBRA",Coscu,qpG_BeBTvyk,20.05,640,360,30,streamer,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples,reject,0.0,0.0,high:missing_audit
https://www.youtube.com/watch?v=eFJ0LFjETkY,COSCU Y MOMO CON IBAI (CHARLA COMPLETA),Un Poco De Ibai,eFJ0LFjETkY,111.433,640,360,30,interview,argentino/rioplatense_probable,0.0,0.0,0.0,0.0,reject,reject,reject,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok,reject,0.0,0.0,high:missing_audit
