dataset_group,video_id,source_id,clip_id,clip_name,source_video_gcs_path,source_audio_gcs_path,start_time,end_time,duration,clip_video_path,clip_video_gcs_path,has_audio,status,notes
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0010,clip_0010,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,60.0,66.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0010.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0010.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0011,clip_0011,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,66.0,72.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0011.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0011.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0012,clip_0012,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,72.0,78.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0012.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0012.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0013,clip_0013,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,78.0,84.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0013.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0013.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0014,clip_0014,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,84.0,90.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0014.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0014.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0015,clip_0015,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,90.0,96.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0015.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0015.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0016,clip_0016,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,96.0,102.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0016.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0016.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0017,clip_0017,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,102.0,108.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0017.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0017.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0018,clip_0018,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,108.0,114.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0018.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0018.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0019,clip_0019,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,114.0,120.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0019.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0019.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0020,clip_0020,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,120.0,126.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0020.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0020.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0021,clip_0021,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,126.0,132.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0021.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0021.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0022,clip_0022,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,132.0,138.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0022.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0022.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0023,clip_0023,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,138.0,144.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0023.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0023.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0024,clip_0024,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,144.0,150.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0024.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0024.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0025,clip_0025,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,150.0,156.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0025.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0025.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0026,clip_0026,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,156.0,162.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0026.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0026.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0027,clip_0027,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,162.0,168.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0027.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0027.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0028,clip_0028,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,168.0,174.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0028.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0028.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0029,clip_0029,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,174.0,180.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0029.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0029.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0030,clip_0030,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,180.0,186.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0030.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0030.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0031,clip_0031,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,186.0,192.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0031.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0031.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0032,clip_0032,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,192.0,198.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0032.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0032.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0033,clip_0033,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,198.0,204.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0033.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0033.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0034,clip_0034,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,204.0,210.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0034.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0034.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0035,clip_0035,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,210.0,216.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0035.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0035.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0036,clip_0036,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,216.0,222.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0036.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0036.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
argentina/new_discovery,ITovsJg-q5c,ITovsJg-q5c,new_discovery::ITovsJg-q5c::clip_0037,clip_0037,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_videos/ITovsJg-q5c/ITovsJg-q5c.f398.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/source_audio/ITovsJg-q5c/ITovsJg-q5c.f251.webm,222.0,228.0,6.0,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_release\work\new_discovery_ingest\ITovsJg-q5c\clips_with_audio\clip_0037.mp4,gs://labios-argentos-vsr-clean-v1/argentina/new_discovery/clips_with_audio/ITovsJg-q5c/clip_0037.mp4,true,completed_clip_with_audio,fixed_window_from_downloaded_source
