dataset_group,source_id,clip_id,existing_text,large_text,turbo_text,clean_text,status,confidence,patch_count,gpt_status,notes
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0019,dos tipos que se veian como que si fuesen amigos,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0020,hablando en frances nada mas no completamente en frances,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0021,quebecois de quebec y yo ahi tranquilo solito,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0022,no pasaba nada y empece a darme cuenta de que estos pibes estos tipos,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0023,estaban burlando de mi y me estaba dando cuenta de eso,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0024,dije para un poco se estan burlando de mi,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0025,esto no es justo y mientras yo trataba de entender,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0026,no entendia nada me veian se reian de mi,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0027,como que uno hizo asi me tocaba,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0028,no y yo en ese momento dije para que pasa porque escuche la palabra americano,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0029,o no se algo asi y dije estos tipos saben y piensan y se estan burlando de mi,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0030,porque soy de estados unidos no y dije les voy a pegar con una noticia,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0031,y les voy a mentir y ver su reaccion entonces yo,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0032,de repente como que me tocaban y dije para no entiendo lo que me estas diciendo,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0033,hablame en castellano y no sabes como le cambiaron,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0034,no sabes como les cambio la cara como que dijo eh where are you from,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0035,y yo yo soy de argentina que queres me dijo argentina,,,,blocked_alignment_failed,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0036,messi oh como esta le cambio su actitud,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0037,y me dijo por completo al cien por ciento,,,,blocked_alignment_failed,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0038,y de repente como en dos segundos eramos amigos no,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0039,y empezaron a hablar conmigo y a todo,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0040,al grano no les dije que soy de estados unidos seguia con mi mentira,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0041,diciendo si soy de argentina y que estoy aca de visita,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0042,y todo y ahi fue cuando dije mira vos,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0043,que bien que aprendi español porque primero,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0044,cualquier otra persona se iba a enojar cualquier otra persona iba a tener una situacion medio complicada,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0045,pero al decirles que yo soy de argentina como que de repente yo era como su amigo,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0046,y querian saber un poco mas de mi querian saber un poco mas de argentina y fue genial fue super super genial,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0047,yo creo que conte esta anecdota en otro video en otro live que hice hace mucho tiempo,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0048,pero esta anecdota queria destacar en este video porque debe servir como inspiracion para los que no hablan en español,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0049,si estas en una situacion donde no sabes que hacer podes decir que si si hablo español soy de argentina,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0050,y por ahi te puede llegar a servir a mi me sirvio un monton claro,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0051,natalia dice alto chamuyo si chamuyo,,,,blocked_alignment_failed,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0052,si un monton y funciono como que todas mis clases de chamuyo que aprendi en argentina sirvieron un monton un monton,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0053,asi que poder hablar en español me cambio la vida al 100 hay varias anecdotas que tengo para contarles,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0054,pero yo les queria contar esto porque tambien esta bueno ver como,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0055,los ven a los mismos argentinos en el mundo no como que en ese momento el estadounidense no servia y era como el chiste,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0056,pero el argentino si era el capo el argentino era como que querian saber mas querian ser amigos,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0057,y no se como que me causo mucha gracia esa anecdota,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0058,obviamente se los conte a mis amigos que estaban quedandose conmigo en el hotel y todo,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0059,y no se y bueno pero bueno eso es una anecdota,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0060,tengo otras anecdotas que creo que voy a contar en otro video tambien,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0061,pero bueno terminando con este video queria hablar un poco mas con ustedes,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0062,porque se que hay varios que siempre estan aca en este chat conmigo todos los dias,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0063,de hecho cuando subi un video recien todos me decian yo te voy a esperar,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0064,porque me iba a dormir en este momento pero te espero porque se que vas a hacer un live,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0065,ana ortiz creo que fuiste vos y otras personas mas,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0066,daniel daniel que haces yo what up man,,,,blocked_alignment_failed,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0067,donde esta el equipo kaka,,,,blocked_alignment_failed,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0068,todos que tienen el emoji de kaka al lado de su nombre vamos arriba,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0069,vamos yo los veo aca estudiando vanessa como andas,,,,blocked_alignment_failed,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0070,que lindo verte aca ah leo     le respondo a esta pregunta a sebastian aguero,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0071,te gustaria tener hijos argentinos yo creo que si,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0072,obviamente o sea argentina tiene toda una historia en mi vida,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0073,me ha marcado como persona me identifico mucho con los argentinos con la cultura y como hablan y todo,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0074,pero bueno como que teniendo cualquier hijo,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0075,me encantaria tener un hijo que sea bilingue o trilingue creo que mi hijo o hija va a tener que ser trilingue,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0076,yo fui bilingue y hay que mejorar siempre pero buena pregunta buena pregunta,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0077,otra persona hoy me mando una pregunta diciendo,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0078,che sos ya sos grande dustin,,,,blocked_alignment_failed,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0079,tenes 35 años por que no tenes hijos todavia por que no estas casado,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0080,por que no tenes novia creo que voy a hacer otro video respondiendo a esa pregunta,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0081,y si me seguis si sos fiel a este canal seguramente sabes la respuesta,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0082,porque lo he contado un par de veces pero que onda a ustedes,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0083,se que en argentina en este momento ya es tarde ya son las once y media creo,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0084,o o o que hora es alla,,,,blocked_alignment_failed,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0085,ya si once y media,,,,blocked_alignment_failed,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0086,que hacen despiertos que hacen por ahi vieron el video que hice sobre el curupi recien,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0087,que loco no que loco que son las culturas distintas,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0088,en paraguay tienen toda esa mitologia que es super interesante,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0089,y creo que tiene como un mensaje lindo pero es como una forma distinta de tener ese mensaje,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0090,un saludo enorme un beso enorme para todos los que me siguen desde paraguay,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0091,los paraguayos son unos genios creo que ayer o justo,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0092,ah claro ayer en el live cuando estaba hablando de que muchos latinos,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0093,cuando encuentran con un argentino en la calle o se presentan con un argentino,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0094,ya arrancan con una preconcepcion y al tener esa preconcepcion,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0095,por ahi le vas a caer mal a esa persona y no hay que entrar asi,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0096,lo mismo pasa con los argentinos contra los paraguayos,,,,baseline_existing_only,low,0,blocked_no_asr_context,
