applied_at,video_id,clip_id,action,confidence,patch_count,text_before,text_after,reason,notes
2026-07-08T13:06:43Z,Yqe3Z8zVS_A,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0019,patch,high,1,acuerdo perfecto así que fuimos y comimos un montón de tortas fritas que puede parecer un dato boludo esto un dato innecesario pero no es importante para que entiendas qué pasó con mi tío en el final de esta historia así que,"acuerdo perfecto, así que fuimos y comimos un montón de tortas fritas. Te puede parecer un dato boludo esto, un dato innecesario, pero no, es importante para que entiendas qué pasó con mi tío en el final de esta historia, así que","Se corrige 'que puede parecer' a 'te puede parecer' por baseline/contexto y se puntúa 'pero no, es importante' para evitar el sentido contrario.",Puntuación mínima necesaria por sentido.
2026-07-08T13:06:43Z,Yqe3Z8zVS_A,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0021,patch,high,1,duchita estamos cansados la verdad tuvimos todo el día en la calle haciendo expulsiones que trepaba la montaña que esto que lo otro te re cansaba estamos cansados eran como,"duchita, estábamos cansados, la verdad estuvimos todo el día en la calle haciendo excursiones, que trepaba la montaña, que esto, que lo otro, te re cansaba, estábamos cansados y eran como","Se corrigen errores claros: 'estamos'→'estábamos', 'tuvimos'→'estuvimos', 'expulsiones'→'excursiones', apoyado por turbo, baseline y contexto.",Se mantiene 'te re cansaba' como registro argentino informal.
2026-07-08T13:06:43Z,Yqe3Z8zVS_A,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0022,patch,high,1,padres dicen hey la verdad ni ganas de cocinar estuvimos todo el día la calle una paja tremenda porque no vamos a comprar a un supermercado compremos comida lista así que nos vamos,"padres dicen hey, la verdad ni ganas de cocinar, estuvimos todo el día en la calle, una paja tremenda, por qué no vamos a comprar a un supermercado, compremos comida lista, así que nos vamos",Se repone 'en' en 'en la calle' con evidencia de turbo/baseline y se marca 'por qué' como pregunta indirecta/oral.,No se agrega sujeto previo omitido.
2026-07-08T13:06:43Z,Yqe3Z8zVS_A,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0028,patch,medium,1,"He comido como tres empanadas fritas. Una mezcla tremenda, mucho frito. Y esto iba a terminar mal, eh. Boludeamos un rato, pusimos la tele, que una película, que no sé qué. Está hacia la hora de dormir, tipo 12.","He comido como tres empanadas fritas. Una mezcla tremenda, mucho frito. Y esto iba a terminar mal, eh. Boludeamos un rato, pusimos la tele, que una película, que no sé qué. Se hace la hora de dormir, tipo 12","'Está hacia la hora' es un error claro; se corrige a 'Se hace la hora' por baseline, turbo parcial y contexto.",Se conserva 'He comido' por falta de evidencia suficiente para cambiarlo a otro tiempo verbal.
2026-07-08T13:06:43Z,Yqe3Z8zVS_A,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0030,keep,high,0,bien y vieron cuando ustedes empiezan a soñar que no sé qué les está pasando algo y se les mezcla con el sueño o por ejemplo te estás haciendo pis realmente tomaste mucha agua y te fuiste a dormir,bien y vieron cuando ustedes empiezan a soñar que no sé qué les está pasando algo y se les mezcla con el sueño o por ejemplo te estás haciendo pis realmente tomaste mucha agua y te fuiste a dormir,Large es coherente y turbo solo presenta diferencias menores/errores ('tomate').,Sin cambios salvo conservación del texto base.
2026-07-08T13:06:43Z,Yqe3Z8zVS_A,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0034,patch,high,1,"Todo, no la apunté al inodoro Y terminé cagando todo el piso Y esto no se queda acá, lo que había hecho Me dio más asco de lo que ya tenía Y sin darme cuenta, pum, un vomitazo tremendo Ahí en el piso","todo, no le apunté al inodoro y terminé cagando todo el piso. Y esto no se queda acá, lo que había hecho me dio más asco de lo que ya tenía y sin darme cuenta, pum, un vomitazo tremendo ahí en el piso",'no la apunté' se corrige a 'no le apunté' con evidencia de turbo y construcción rioplatense natural; resto conservado.,Se mantiene el registro vulgar real.
2026-07-08T13:06:43Z,Yqe3Z8zVS_A,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0035,keep,high,0,"Y yo con 10 años bien sincero sentado en ese inodoro dije Acabo de cagar, acabo de vomitar Y ya me siento bien No, no me siento mal Dije, me siento bien Me levanté cuidadosamente Y dije, bueno, chao","Y yo con 10 años bien sincero sentado en ese inodoro dije: acabo de cagar, acabo de vomitar y ya me siento bien. No, no me siento mal. Dije, me siento bien. Me levanté cuidadosamente y dije, bueno, chao",Large es coherente; turbo contiene error claro ('ñodoro') y una discrepancia final no suficiente para cambiar.,Solo puntuación mínima.
2026-07-08T13:06:43Z,Yqe3Z8zVS_A,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0037,keep,high,0,a dormir tranquilo. Pero no avisé nada y había dejado el baño todo cagado y todo vomitado. Así que estaba durmiendo lo más bien. Cuando de repente me despierto por un grito.,a dormir tranquilo. Pero no avisé nada y había dejado el baño todo cagado y todo vomitado. Así que estaba durmiendo lo más bien. Cuando de repente me despierto por un grito.,Large y turbo coinciden completamente.,Sin cambios.
2026-07-08T13:06:43Z,Yqe3Z8zVS_A,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0038,keep,high,0,"cortina de la ducha, cosas cayéndose así que me levanto de la cama y también escucho a mi mamá, a mi papá cagándose de risa","cortina de la ducha, cosas cayéndose así que me levanto de la cama y también escucho a mi mamá, a mi papá cagándose de risa",Large y turbo coinciden completamente.,Se mantiene el inicio fragmentario del clip.
2026-07-08T13:06:43Z,Yqe3Z8zVS_A,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0040,keep,high,0,"Claro que, yo cagué, vomité todo el baño y me fui a dormir Dejé todo el piso así Mi tío se levantó en la oscuridad, a la madrugada Al baño, y así descalzo Entró al baño, pisó todo, se resbaló","Claro que, yo cagué, vomité todo el baño y me fui a dormir. Dejé todo el piso así. Mi tío se levantó en la oscuridad, a la madrugada, al baño, y así descalzo entró al baño, pisó todo, se resbaló",Large y turbo coinciden en contenido; solo puntuación mínima.,Se conserva el registro informal/vulgar.
2026-07-08T13:06:43Z,Yqe3Z8zVS_A,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0042,patch,high,1,Que nos estábamos riendo Y mi tío dijo ¿Quién fue el que hizo esto? ¿Cómo no avisaron? Así que en el medio del chastre Lo levantamos Y no podía caminar mi tío Y hablando en serio Con la calle,"lo que nos estábamos riendo. Y mi tío dijo: ¿quién fue el que hizo esto? ¿Cómo no avisaron? Así que en el medio del enchastre lo levantamos y no podía caminar mi tío. Y hablando en serio, con la caída","Se corrigen errores claros de large con evidencia de turbo/baseline/contexto: 'Que'→'lo que', 'chastre'→'enchastre', 'calle'→'caída'.",No se completa la oración posterior al corte.
2026-07-08T13:06:43Z,Yqe3Z8zVS_A,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0044,patch,high,1,"locura, ese día casi lo hago mierda pero que pibe forro, como con 10 años voy a hacer eso, era obvio que alguien iba a entrar al baño y en la oscuridad iban a pisar ese chaste","locura, ese día casi lo hago mierda, pero qué pibe forro, cómo con 10 años voy a hacer eso. Era obvio que alguien iba a entrar al baño y en la oscuridad iban a pisar ese enchastre",'chaste/luchaste' se corrige a 'enchastre' por contexto directo del clip anterior y baseline.,Se mantiene el inicio fragmentario.
2026-07-08T13:06:43Z,Yqe3Z8zVS_A,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0045,keep,high,0,"Así que amigos, quería compartir con ustedes esta anécdota Cada dato fue importante Porque todo lo que fuimos comiendo ese día Que fue una mezcla tremenda Hizo que me sienta muy mal Así que amigos, espero que les haya gustado esta anécdota Y les haya sacado una","Así que amigos, quería compartir con ustedes esta anécdota. Cada dato fue importante porque todo lo que fuimos comiendo ese día, que fue una mezcla tremenda, hizo que me sienta muy mal. Así que amigos, espero que les haya gustado esta anécdota y les haya sacado una",Large y turbo coinciden en contenido; el final queda truncado y no se completa.,Solo puntuación mínima.
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0008,patch,high,1,"Pues está Marquitos, pues está Lía, pues estuvo bueno el guión.","Porque está Marquitos, porque está Lía, porque estuvo bueno el guión.",Turbo y baseline coinciden en 'porque'; 'pues' parece error claro de ASR.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0009,keep,high,0,"¿Qué sentís vos, Ian Ayesa? Bienvenido nuevamente.","¿Qué sentís vos, Ian Ayesa? Bienvenido nuevamente.",Large es la base principal y baseline sostiene el nombre completo; turbo solo lo segmenta distinto.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0011,keep,high,0,"Nunca miro los números, así que 80.000 es mucho en comparación.","Nunca miro los números, así que 80.000 es mucho en comparación.",Large y turbo coinciden.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0012,patch,high,1,"es mucha gente, si es un montón de gente le mandamos un saludo grande a todos los Springfieldianos y Springfieldianas","Y es mucha gente. Sí, es un montón de gente, la verdad. Le mandamos un saludo grande a todos los springfieldianos y springfieldianas.","Turbo y baseline agregan 'Y', 'Sí' y 'la verdad'; se conserva el contenido informal.",
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0047,patch,medium,1,"Ricardo Quintana Bien, algunos dirán Igual que en general","Por Ricardo Quintana, capo. Bien, algunos dirán... Igual que en general...",Turbo y baseline sostienen 'Por' y 'capo'; large y baseline sostienen 'Quintana'.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0084,keep,medium,0,¿Sabes qué pienso? ¿Qué me gusta pensar? ¿Reunión de la mesa política?,¿Sabes qué pienso? ¿Qué me gusta pensar? ¿Reunión de la mesa política?,Large conserva el contenido principal; turbo solo agrega arrastre del clip siguiente.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0091,keep,high,0,"Sí, nos volvimos a ilusionar, gente. Buen tuit, buen tuit.","Sí, nos volvimos a ilusionar, gente. Buen tuit, buen tuit.",Large coincide con baseline en la repetición de 'buen tuit'.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0092,patch,high,1,"muchachos. Pero si decimos presidente y mundial, obviamente lo primero que pensamos no es en mi ley, sino...","muchachos. Pero si decimos presidente y mundial, obviamente lo primero que pensamos no es en Milei, sino...",Corrección de entidad clara: 'mi ley' corresponde a Milei por contexto político y baseline.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0096,keep,high,0,"Bueno, es un buen inicio, ¿qué le parece? Mejor imposible, cátedra de Leo.","Bueno, es un buen inicio, ¿qué le parece? Mejor imposible, cátedra de Leo.",Large y turbo coinciden.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0097,keep,high,0,"¿Vuelve al fútbol, Macri? Vuelvo, sí, vuelvo de nuevo. ¿Vuelve a la política?","¿Vuelve al fútbol, Macri? Vuelvo, sí, vuelvo de nuevo. ¿Vuelve a la política?",Large y turbo coinciden.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0112,keep,high,0,"¿qué hago? Les voy a ser sinceros, solamente pusimos el video de Macri para poder llegar de alguna forma más o menos...","¿qué hago? Les voy a ser sinceros, solamente pusimos el video de Macri para poder llegar de alguna forma más o menos...",Large y turbo coinciden casi exactamente; el final queda cortado por límite de clip.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0113,patch,high,1,orgánica a la manteca de Juliana Aguada. Cómo me gusta el pan con manteca.,"orgánica, a la manteca de Juliana Awada. Cómo me gusta el pan con manteca.","Corrección de entidad: por contexto de Macri, 'Juliana Aguada' corresponde a Juliana Awada.",
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0114,patch,medium,1,tan humilde. ¿Cómo me gusta el pan con manteca?,tan humilde. Cómo me gusta el pan con manteca.,"Puntuación mínima: la frase funciona como exclamativa, no como pregunta; se mantiene el texto.",
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0116,keep,medium,0,"Uy, qué bien, Nico, cómo estás enganchando cosas, pero esto es data impresionante. ¿Qué dices?","Uy, qué bien, Nico, cómo estás enganchando cosas, pero esto es data impresionante. ¿Qué dices?",Large y turbo coinciden en el contenido; no hay evidencia suficiente para cambiar 'dices'.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0117,keep,high,0,La felicidad es algo para todos los que...,La felicidad es algo para todos los que...,Large y turbo coinciden.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0118,keep,high,0,"Compras, después dice. Sí, quiero ver qué compra en el corazón.","Compras, después dice. Sí, quiero ver qué compra en el corazón.",Large y turbo coinciden salvo capitalización inicial.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0120,patch,high,1,favor déjenme salir de este taller estoy hace 14 años encerrado,"Por favor, déjenme salir de este taller estoy hace 14 años encerrado.",Baseline contiene la fórmula completa 'por favor' y large/turbo conservan el resto.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0128,keep,high,0,Apasionante historia.,Apasionante historia.,Large y turbo coinciden.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0129,patch,medium,1,Le gusta el pan con manteca Sigamos,"La hechicera es así. Cómo me gusta el pan con manteca. Sí, sí. Sigamos.",Turbo y baseline coinciden en la frase completa; large quedó incompleto.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0130,keep,high,0,Uno que pasó de mendigo a rey del Mundial pasado a este fue Manuel Adorni.,Uno que pasó de mendigo a rey del Mundial pasado a este fue Manuel Adorni.,Large y turbo coinciden.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0132,patch,medium,1,asumido en el siguiente tweet del turco García. Adorni el Mundial pasado.,En el siguiente tuit del Turco García: Adorni el Mundial pasado.,Baseline y turbo sostienen 'en/sumido el siguiente tuit'; se corrige el arranque erróneo 'asumido'.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0134,patch,high,1,"El jefe de gabinete, Carlos Pagni, dijo lo siguiente.","Sobre el jefe de Gabinete, Carlos Pagni dijo lo siguiente.",Baseline y contexto muestran que Pagni habla sobre el jefe de Gabinete; no que Pagni sea el jefe de Gabinete.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0135,keep,medium,0,La actuación de Manuel Adorni.,La actuación de Manuel Adorni.,Large conserva una frase plausible y turbo no aporta suficiente evidencia para completar.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0137,keep,high,0,"a una cuestión moral solamente, no solamente a una cuestión de corrupción,","a una cuestión moral solamente, no solamente a una cuestión de corrupción,",Large y turbo coinciden salvo puntuación final.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0138,keep,high,0,"que es de lo que después vamos a hablar y analizar, sino más bien a la indigencia conceptual,","que es de lo que después vamos a hablar y analizar, sino más bien a la indigencia conceptual,",Large y turbo coinciden en el contenido principal.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0139,keep,high,0,"diríamos, cognitiva","diríamos, cognitiva",Large y turbo coinciden; baseline parece arrastrar contexto del clip anterior.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0140,keep,high,0,"de Adorni, para defender su situación.","de Adorni, para defender su situación.",Large y turbo coinciden salvo puntuación mínima.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0141,keep,high,0,"para explicar sus cuentas, para razonar.","para explicar sus cuentas, para razonar.",Large y turbo coinciden.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0142,keep,high,0,"Tratándose de un jefe de gabinete, ese tipo de déficit, ese tipo de...","Tratándose de un jefe de gabinete, ese tipo de déficit, ese tipo de...",Large y turbo coinciden.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0143,patch,high,1,"eficiencia, llama muchísimo la atención.","deficiencia, llama muchísimo la atención.",Baseline y el clip anterior sostienen 'déficit/deficiencia'; 'eficiencia' invierte el sentido.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0144,keep,high,0,Y por momentos parece inconcebible que alguien tan poco dotado intelectualmente...,Y por momentos parece inconcebible que alguien tan poco dotado intelectualmente...,Large y turbo coinciden.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0145,keep,high,0,haya llegado al lugar donde lo llevó el poder.,haya llegado al lugar donde lo llevó el poder.,Large y turbo coinciden.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0146,keep,medium,0,"A ver, ¿cómo decirlo? Alguien tan...","A ver, ¿cómo decirlo? Alguien tan...",Large conserva una frase cortada; agregar el insulto de baseline sería completar sin suficiente evidencia.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0147,keep,high,0,Peor de la estafa de esta semana.,Peor de la estafa de esta semana.,Large y turbo coinciden.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0148,patch,high,1,"tiene que ver con Adorni, tiene que ver con las figuritas del Mundial.","no tiene que ver con Adorni, tiene que ver con las figuritas del Mundial.",Baseline y contexto del segmento sostienen la negación; omitir 'no' cambia el sentido.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0149,keep,high,0,"estafaron a Pampita, compró figuritas","estafaron a Pampita, compró figuritas",Large y turbo coinciden.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0150,keep,high,0,mundial y eran dos cajas de puré de tomate.,mundial y eran dos cajas de puré de tomate.,Large corrige claramente 'tomate' frente al error de turbo.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0152,patch,medium,1,A veces te pasas por comprar por Mercado Libre. No sé cómo compran las figuritas.,Eso te pasa por comprar por Mercado Libre. No sé cómo compran las figuritas.,Turbo sostiene 'Eso te pasa' y baseline sostiene 'te pasa'; se corrige el error 'te pasas'.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0153,keep,high,0,"Yo no compro figuritas del mundial. Bueno, deberías. Sí, están en el kiosco, en todos lados.","Yo no compro figuritas del mundial. Bueno, deberías. Sí, están en el kiosco, en todos lados.",Large y turbo coinciden salvo puntuación mínima.,
2026-07-08T13:16:44Z,Dp3FkqrX3a4,f04::BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE::clip_0154,patch,medium,1,"Hay filas de niños con sus padres Es Pampita, chicos Es Pampita, chicos","Hay filas de niños con sus padres. Es Pampita, chicos. Es Pampita, chicos.","Se aplica puntuación mínima; large y baseline sostienen la repetición de 'Es Pampita, chicos'.",
